time,elapsed_seconds,message
12:45:15,9.8e-06,writing upgrade vector to csv file
12:45:15,0.0014263,beginning upgrade vector calculations, lambda = 1000
12:45:15,0.0001408,commencing calculation of upgrade vector
12:45:15,0.000508,forming JtQJ matrix
12:45:15,4.87e-05,commencing to scale JtQJ matrix- first SVD...
12:45:15,7.7e-06,starting REDSVD
12:45:15,5.24e-05,retrieving REDSVD components
12:45:15,1.39e-05,triming REDSVD components to 10elements
12:45:15,1.25e-05,done REDSVD
12:45:15,2.12e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:45:15,6.7e-06,JS
12:45:15,2.54e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:45:15,4.59e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:45:15,1e-05,commencing SVD factorization of lambda-scaled JtQJ
12:45:15,6.6e-06,starting REDSVD
12:45:15,3.89e-05,retrieving REDSVD components
12:45:15,1.17e-05,triming REDSVD components to 7elements
12:45:15,2.41e-05,done REDSVD
12:45:15,2.06e-05,SVD factorization complete
12:45:15,0.0001564,commencing linear algebra multiplication to compute ugrade
12:45:15,9.4e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:45:15,8.9e-06,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:45:15,8.9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 655
12:45:15,3.64e-05,linear algebra multiplication to compute ugrade complete
12:45:15,2.9e-05,commencing check of parameter bounds and gradients
12:45:15,1.19e-05,commencing calculation of upgrade vector
12:45:15,0.0004766,forming JtQJ matrix
12:45:15,3.9e-05,commencing to scale JtQJ matrix- first SVD...
12:45:15,6.8e-06,starting REDSVD
12:45:15,3.25e-05,retrieving REDSVD components
12:45:15,1.86e-05,triming REDSVD components to 10elements
12:45:15,2.46e-05,done REDSVD
12:45:15,3.58e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:45:15,2.31e-05,JS
12:45:15,3.67e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:45:15,5.79e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:45:15,2.05e-05,commencing SVD factorization of lambda-scaled JtQJ
12:45:15,2e-05,starting REDSVD
12:45:15,5.27e-05,retrieving REDSVD components
12:45:15,3.21e-05,triming REDSVD components to 7elements
12:45:15,9.8e-06,done REDSVD
12:45:15,6.9e-06,SVD factorization complete
12:45:15,0.000157,commencing linear algebra multiplication to compute ugrade
12:45:15,9.1e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:45:15,8.9e-06,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:45:15,8.5e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 655
12:45:15,3.14e-05,linear algebra multiplication to compute ugrade complete
12:45:15,2.56e-05,commencing check of parameter bounds
12:45:15,8.9e-06,limiting out of bounds pars
12:45:15,2.57e-05,change limit/bound enforement for lambda 1000: upper change limit,POR_V_MIN, scaling factor: 0.0388346
12:45:15,7.5e-06,checking for denormal floating point values
12:45:15,8.2e-06,transforming upgrade pars to model pars
12:45:15,7.9e-06,writing upgrade vector to csv file
12:45:15,0.0014896,LinearAnalysis::glm_iter_fosm
12:45:15,0.0001151,starting FOSM uncertainty analyses for iteration 2
12:45:15,0.0030703,loading obscov
12:45:15,8.47e-05,loading parcov
12:45:15,0.0001613,setting predictions
12:45:15,2.31e-05,set_predictions
12:45:15,5.44e-05,extracting prediction MOD_OBS0_4 from jacobian
12:45:15,0.0005132,extracting prediction MOD_OBS0_5 from jacobian
12:45:15,0.0005242,extracting prediction MOD_OBS1_3 from jacobian
12:45:15,0.000473,extracting prediction MOD_OBS1_4 from jacobian
12:45:15,0.0004396,extracting prediction MOD_OBS1_5 from jacobian
12:45:15,0.0004649,extracting prediction MOD_OBS1_6 from jacobian
12:45:15,0.0004171,extracting prediction MOD_OBS1_7 from jacobian
12:45:15,0.0004133,extracting prediction MOD_OBS2_3 from jacobian
12:45:15,0.0003754,extracting prediction MOD_OBS2_4 from jacobian
12:45:15,0.000384,extracting prediction MOD_OBS2_5 from jacobian
12:45:15,0.0003957,extracting prediction MOD_OBS2_6 from jacobian
12:45:15,0.00031,extracting prediction MOD_OBS2_7 from jacobian
12:45:15,0.0002616,extracting prediction MOD_OBS3_3 from jacobian
12:45:15,0.0003128,extracting prediction MOD_OBS3_4 from jacobian
12:45:15,0.0002967,extracting prediction MOD_OBS3_5 from jacobian
12:45:15,0.0002426,extracting prediction MOD_OBS3_6 from jacobian
12:45:15,0.0002636,extracting prediction MOD_OBS3_7 from jacobian
12:45:15,0.0004495,extracting prediction MOD_OBS4_3 from jacobian
12:45:15,0.0003855,extracting prediction MOD_OBS4_4 from jacobian
12:45:15,0.0003718,extracting prediction MOD_OBS4_5 from jacobian
12:45:15,0.0003798,extracting prediction MOD_OBS4_6 from jacobian
12:45:15,0.0004458,extracting prediction MOD_OBS4_7 from jacobian
12:45:15,0.0004456,extracting prediction MOD_OBS5_3 from jacobian
12:45:15,0.0004798,extracting prediction MOD_OBS5_4 from jacobian
12:45:15,0.000443,extracting prediction MOD_OBS5_5 from jacobian
12:45:15,0.0004412,extracting prediction MOD_OBS5_6 from jacobian
12:45:15,0.0003706,extracting prediction MOD_OBS5_7 from jacobian
12:45:15,0.0003728,extracting prediction MOD_OBS6_3 from jacobian
12:45:15,0.000339,extracting prediction MOD_OBS6_4 from jacobian
12:45:15,0.0003233,extracting prediction MOD_OBS6_5 from jacobian
12:45:15,0.000338,extracting prediction MOD_OBS6_6 from jacobian
12:45:15,0.0003376,extracting prediction MOD_OBS6_7 from jacobian
12:45:15,0.0003057,extracting prediction MOD_OBS7_3 from jacobian
12:45:15,0.0002857,extracting prediction MOD_OBS7_4 from jacobian
12:45:15,0.0003101,extracting prediction MOD_OBS7_5 from jacobian
12:45:15,0.0003342,extracting prediction MOD_OBS7_6 from jacobian
12:45:15,0.000305,extracting prediction MOD_OBS7_7 from jacobian
12:45:15,0.0002974,extracting prediction MOD_OBS8_3 from jacobian
12:45:15,0.0003864,extracting prediction MOD_OBS8_4 from jacobian
12:45:15,0.0003055,extracting prediction MOD_OBS8_5 from jacobian
12:45:15,0.0003017,extracting prediction MOD_OBS8_6 from jacobian
12:45:15,0.0003024,extracting prediction MOD_OBS8_7 from jacobian
12:45:15,0.0002923,extracting prediction MOD_OBS9_3 from jacobian
12:45:15,0.0002893,extracting prediction MOD_OBS9_4 from jacobian
12:45:15,0.000303,extracting prediction MOD_OBS9_5 from jacobian
12:45:15,0.0003548,extracting prediction MOD_OBS9_6 from jacobian
12:45:15,0.0003052,extracting prediction MOD_OBS9_7 from jacobian
12:45:15,0.0002937,extracting prediction MOD_OBS10_3 from jacobian
12:45:15,0.0002897,extracting prediction MOD_OBS10_4 from jacobian
12:45:15,0.0003006,extracting prediction MOD_OBS10_5 from jacobian
12:45:15,0.0003407,extracting prediction MOD_OBS10_6 from jacobian
12:45:15,0.0002852,extracting prediction MOD_OBS10_7 from jacobian
12:45:15,0.0002862,extracting prediction MOD_OBS11_3 from jacobian
12:45:15,0.0002974,extracting prediction MOD_OBS11_4 from jacobian
12:45:15,0.0002805,extracting prediction MOD_OBS11_5 from jacobian
12:45:15,0.0003384,extracting prediction MOD_OBS11_6 from jacobian
12:45:15,0.0002529,extracting prediction MOD_OBS11_7 from jacobian
12:45:15,0.000302,extracting prediction MOD_OBS12_6 from jacobian
12:45:15,0.0002305,extracting prediction MOD_OBS13_6 from jacobian
12:45:15,0.0002203,extracting prediction MOD_OBS14_6 from jacobian
12:45:15,0.0002763,parameter fosm calcs
12:45:15,1.68e-05,LinearAnalysis::calc_posterior
12:45:15,1.18e-05,LinearAnalysis::align
12:45:15,0.0002206,LinearAnalysis::prior_prediction_variance()::invert obscov
12:45:15,1.82e-05,inverting diagonal matrix in place
12:45:15,1.77e-05,LinearAnalysis::calc_posterior() form JtQJ
12:45:15,9.64e-05,LinearAnalysis::calc_posterior() invert prior parcov
12:45:15,3.62e-05,LinearAnalysis::calc_posterior() form posterior parcov
12:45:15,2.88e-05,LinearAnalysis::calc_posterior() invert posterior parcov
12:45:15,1.05e-05,inverting non-diagonal matrix in place
12:45:15,0.0039597,forecast FOSM calcs
12:45:15,0.0010523,LinearAnalysis::prior_prediction_variance
12:45:15,0.0004868,LinearAnalysis::prior_prediction_variance
12:46:13,57.9203,completed iteration 3
12:46:13,0.0180642,beginning iteration 4
12:46:13,0.0010194,commencing to build jacobian parameter sets
12:46:13,0.0072801,jacobian parameter sets built, commencing model runs
12:48:19,126.129,jacobian runs complete, processing runs
12:48:19,0.0036113,processing jacobian runs complete
12:48:19,4.71e-05,saving jacobian and sen files
12:48:19,0.0025636,commencing calculation of upgrade vector
12:48:19,0.0006574,forming JtQJ matrix
12:48:19,7.61e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,1.09e-05,starting REDSVD
12:48:19,8.4e-05,retrieving REDSVD components
12:48:19,3.02e-05,triming REDSVD components to 10elements
12:48:19,2.37e-05,done REDSVD
12:48:19,6.14e-05,S info: rows = 11: cols = 11: size = 121: nonzeros = 11
12:48:19,1.2e-05,JS
12:48:19,5.34e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,0.0001186,S info: rows = 11: cols = 11: size = 121: nonzeros = 11
12:48:19,9.5e-06,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,9e-06,starting REDSVD
12:48:19,5.61e-05,retrieving REDSVD components
12:48:19,1.88e-05,triming REDSVD components to 5elements
12:48:19,1.49e-05,done REDSVD
12:48:19,9.3e-06,SVD factorization complete
12:48:19,0.00019,commencing linear algebra multiplication to compute ugrade
12:48:19,1.45e-05,S info: rows = 11: cols = 11: size = 121: nonzeros = 11Vt info: rows = 5: cols = 11: size = 55: nonzeros = 55
12:48:19,1.33e-05,U info: rows = 11: cols = 5: size = 55: nonzeros = 55
12:48:19,1.29e-05,jac info: rows = 66: cols = 11: size = 726: nonzeros = 726
12:48:19,5.84e-05,linear algebra multiplication to compute ugrade complete
12:48:19,3.52e-05,commencing check of parameter bounds and gradients
12:48:19,0.0017867,beginning upgrade vector calculations, lambda = 0.1
12:48:19,0.0001305,commencing calculation of upgrade vector
12:48:19,0.0004946,forming JtQJ matrix
12:48:19,5.25e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,7.6e-06,starting REDSVD
12:48:19,4.23e-05,retrieving REDSVD components
12:48:19,1.18e-05,triming REDSVD components to 10elements
12:48:19,1.09e-05,done REDSVD
12:48:19,2.56e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,7.8e-06,JS
12:48:19,2.46e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,5.57e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,5.6e-06,starting REDSVD
12:48:19,3.17e-05,retrieving REDSVD components
12:48:19,1.07e-05,triming REDSVD components to 5elements
12:48:19,2.91e-05,done REDSVD
12:48:19,6.1e-06,SVD factorization complete
12:48:19,0.0001239,commencing linear algebra multiplication to compute ugrade
12:48:19,8.3e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:48:19,8.8e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:48:19,7.7e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,3.81e-05,linear algebra multiplication to compute ugrade complete
12:48:19,2.02e-05,commencing check of parameter bounds and gradients
12:48:19,1.13e-05,commencing calculation of upgrade vector
12:48:19,0.0004221,forming JtQJ matrix
12:48:19,3.88e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,6.2e-06,starting REDSVD
12:48:19,2.97e-05,retrieving REDSVD components
12:48:19,1.04e-05,triming REDSVD components to 10elements
12:48:19,2.74e-05,done REDSVD
12:48:19,4.43e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.53e-05,JS
12:48:19,3.55e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,6.34e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,1.97e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,1.88e-05,starting REDSVD
12:48:19,4.38e-05,retrieving REDSVD components
12:48:19,4.11e-05,triming REDSVD components to 5elements
12:48:19,1.37e-05,done REDSVD
12:48:19,6.3e-06,SVD factorization complete
12:48:19,0.0001408,commencing linear algebra multiplication to compute ugrade
12:48:19,1.48e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 5: cols = 10: size = 50: nonzeros = 50
12:48:19,7.9e-06,U info: rows = 10: cols = 5: size = 50: nonzeros = 50
12:48:19,7.6e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,2.77e-05,linear algebra multiplication to compute ugrade complete
12:48:19,2.79e-05,commencing check of parameter bounds
12:48:19,8.9e-06,limiting out of bounds pars
12:48:19,2.05e-05,change limit/bound enforement for lambda 0.1: lower bound,Q_AIR_SLAB, scaling factor: 0.0502418
12:48:19,6.6e-06,checking for denormal floating point values
12:48:19,7.4e-06,transforming upgrade pars to model pars
12:48:19,7.2e-06,writing upgrade vector to csv file
12:48:19,0.0008811,beginning upgrade vector calculations, lambda = 1
12:48:19,0.0001125,commencing calculation of upgrade vector
12:48:19,0.0007024,forming JtQJ matrix
12:48:19,7.98e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,1.06e-05,starting REDSVD
12:48:19,5.06e-05,retrieving REDSVD components
12:48:19,2.45e-05,triming REDSVD components to 10elements
12:48:19,1.7e-05,done REDSVD
12:48:19,3.07e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,9.8e-06,JS
12:48:19,3.93e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,6.47e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,1.02e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,1.2e-05,starting REDSVD
12:48:19,4.89e-05,retrieving REDSVD components
12:48:19,1.77e-05,triming REDSVD components to 6elements
12:48:19,2.78e-05,done REDSVD
12:48:19,2.48e-05,SVD factorization complete
12:48:19,0.0002219,commencing linear algebra multiplication to compute ugrade
12:48:19,1.52e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 6: cols = 10: size = 60: nonzeros = 60
12:48:19,1.77e-05,U info: rows = 10: cols = 6: size = 60: nonzeros = 60
12:48:19,1.6e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,5.6e-05,linear algebra multiplication to compute ugrade complete
12:48:19,4.37e-05,commencing check of parameter bounds and gradients
12:48:19,1.95e-05,commencing calculation of upgrade vector
12:48:19,0.0006596,forming JtQJ matrix
12:48:19,9.73e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,1.3e-05,starting REDSVD
12:48:19,6.07e-05,retrieving REDSVD components
12:48:19,1.88e-05,triming REDSVD components to 10elements
12:48:19,3.22e-05,done REDSVD
12:48:19,4.92e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.33e-05,JS
12:48:19,5.66e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,8.33e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.36e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,2.21e-05,starting REDSVD
12:48:19,6.11e-05,retrieving REDSVD components
12:48:19,3.71e-05,triming REDSVD components to 6elements
12:48:19,1.37e-05,done REDSVD
12:48:19,9.6e-06,SVD factorization complete
12:48:19,0.0002242,commencing linear algebra multiplication to compute ugrade
12:48:19,3.31e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 6: cols = 10: size = 60: nonzeros = 60
12:48:19,2.68e-05,U info: rows = 10: cols = 6: size = 60: nonzeros = 60
12:48:19,2.76e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,6.65e-05,linear algebra multiplication to compute ugrade complete
12:48:19,4.51e-05,commencing check of parameter bounds
12:48:19,1.54e-05,limiting out of bounds pars
12:48:19,3.3e-05,change limit/bound enforement for lambda 1: upper bound,POR, scaling factor: 0.0935425
12:48:19,1.14e-05,checking for denormal floating point values
12:48:19,1.18e-05,transforming upgrade pars to model pars
12:48:19,1.22e-05,writing upgrade vector to csv file
12:48:19,0.0006953,beginning upgrade vector calculations, lambda = 10
12:48:19,9.22e-05,commencing calculation of upgrade vector
12:48:19,0.0006482,forming JtQJ matrix
12:48:19,6.15e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,1.1e-05,starting REDSVD
12:48:19,4.68e-05,retrieving REDSVD components
12:48:19,2.18e-05,triming REDSVD components to 10elements
12:48:19,1.58e-05,done REDSVD
12:48:19,3.14e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,9.1e-06,JS
12:48:19,2.38e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,5.98e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,9.1e-06,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,8.7e-06,starting REDSVD
12:48:19,4.97e-05,retrieving REDSVD components
12:48:19,1.67e-05,triming REDSVD components to 7elements
12:48:19,3.12e-05,done REDSVD
12:48:19,2.34e-05,SVD factorization complete
12:48:19,0.0002507,commencing linear algebra multiplication to compute ugrade
12:48:19,1.77e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,3.53e-05,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,2.47e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,7.5e-05,linear algebra multiplication to compute ugrade complete
12:48:19,3.12e-05,commencing check of parameter bounds and gradients
12:48:19,1.53e-05,commencing calculation of upgrade vector
12:48:19,0.0005477,forming JtQJ matrix
12:48:19,5.22e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,7.3e-06,starting REDSVD
12:48:19,3.31e-05,retrieving REDSVD components
12:48:19,1.85e-05,triming REDSVD components to 10elements
12:48:19,2.74e-05,done REDSVD
12:48:19,3.22e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,1.96e-05,JS
12:48:19,3.65e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,5.24e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.17e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,2.31e-05,starting REDSVD
12:48:19,4.69e-05,retrieving REDSVD components
12:48:19,3.05e-05,triming REDSVD components to 7elements
12:48:19,8.8e-06,done REDSVD
12:48:19,5.9e-06,SVD factorization complete
12:48:19,0.0001372,commencing linear algebra multiplication to compute ugrade
12:48:19,1.49e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,8.1e-06,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,9.9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,3.32e-05,linear algebra multiplication to compute ugrade complete
12:48:19,2.99e-05,commencing check of parameter bounds
12:48:19,9.2e-06,limiting out of bounds pars
12:48:19,1.9e-05,change limit/bound enforement for lambda 10: upper bound,POR, scaling factor: 0.0946004
12:48:19,6.5e-06,checking for denormal floating point values
12:48:19,7.3e-06,transforming upgrade pars to model pars
12:48:19,7e-06,writing upgrade vector to csv file
12:48:19,0.0008641,beginning upgrade vector calculations, lambda = 100
12:48:19,0.0001415,commencing calculation of upgrade vector
12:48:19,0.0005031,forming JtQJ matrix
12:48:19,4.25e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,7.4e-06,starting REDSVD
12:48:19,4.98e-05,retrieving REDSVD components
12:48:19,1.24e-05,triming REDSVD components to 10elements
12:48:19,1.06e-05,done REDSVD
12:48:19,2.24e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,5.8e-06,JS
12:48:19,1.66e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,4.06e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,6e-06,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,5.8e-06,starting REDSVD
12:48:19,3.35e-05,retrieving REDSVD components
12:48:19,1.03e-05,triming REDSVD components to 7elements
12:48:19,2.27e-05,done REDSVD
12:48:19,1.94e-05,SVD factorization complete
12:48:19,0.0001418,commencing linear algebra multiplication to compute ugrade
12:48:19,8.4e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,8e-06,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,8.1e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,3.03e-05,linear algebra multiplication to compute ugrade complete
12:48:19,2.81e-05,commencing check of parameter bounds and gradients
12:48:19,1.45e-05,commencing calculation of upgrade vector
12:48:19,0.0004016,forming JtQJ matrix
12:48:19,3.42e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,6.1e-06,starting REDSVD
12:48:19,2.93e-05,retrieving REDSVD components
12:48:19,1.4e-05,triming REDSVD components to 10elements
12:48:19,2.34e-05,done REDSVD
12:48:19,3.14e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,1.89e-05,JS
12:48:19,2.91e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,5.31e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.07e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,1.91e-05,starting REDSVD
12:48:19,4.59e-05,retrieving REDSVD components
12:48:19,2.99e-05,triming REDSVD components to 7elements
12:48:19,1.15e-05,done REDSVD
12:48:19,6.1e-06,SVD factorization complete
12:48:19,0.0001384,commencing linear algebra multiplication to compute ugrade
12:48:19,8.4e-06,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,1.13e-05,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,7.9e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,2.92e-05,linear algebra multiplication to compute ugrade complete
12:48:19,2.82e-05,commencing check of parameter bounds
12:48:19,8.5e-06,limiting out of bounds pars
12:48:19,1.98e-05,change limit/bound enforement for lambda 100: upper bound,POR, scaling factor: 0.09333
12:48:19,8.7e-06,checking for denormal floating point values
12:48:19,8.1e-06,transforming upgrade pars to model pars
12:48:19,7.5e-06,writing upgrade vector to csv file
12:48:19,0.001167,beginning upgrade vector calculations, lambda = 1000
12:48:19,0.0001299,commencing calculation of upgrade vector
12:48:19,0.0004817,forming JtQJ matrix
12:48:19,4.12e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,7.1e-06,starting REDSVD
12:48:19,3.6e-05,retrieving REDSVD components
12:48:19,1.9e-05,triming REDSVD components to 10elements
12:48:19,1.11e-05,done REDSVD
12:48:19,1.97e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,6.1e-06,JS
12:48:19,2.34e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,4.25e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,6.1e-06,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,5.9e-06,starting REDSVD
12:48:19,3.5e-05,retrieving REDSVD components
12:48:19,1.07e-05,triming REDSVD components to 7elements
12:48:19,2.26e-05,done REDSVD
12:48:19,1.97e-05,SVD factorization complete
12:48:19,0.0001997,commencing linear algebra multiplication to compute ugrade
12:48:19,1.38e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,2.04e-05,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,1.31e-05,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,5.43e-05,linear algebra multiplication to compute ugrade complete
12:48:19,5.68e-05,commencing check of parameter bounds and gradients
12:48:19,2.7e-05,commencing calculation of upgrade vector
12:48:19,0.00054,forming JtQJ matrix
12:48:19,4.81e-05,commencing to scale JtQJ matrix- first SVD...
12:48:19,7.4e-06,starting REDSVD
12:48:19,4.67e-05,retrieving REDSVD components
12:48:19,1.3e-05,triming REDSVD components to 10elements
12:48:19,2.48e-05,done REDSVD
12:48:19,3.56e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.04e-05,JS
12:48:19,3.24e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
12:48:19,5.55e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10
12:48:19,2.17e-05,commencing SVD factorization of lambda-scaled JtQJ
12:48:19,1.91e-05,starting REDSVD
12:48:19,4.85e-05,retrieving REDSVD components
12:48:19,3.28e-05,triming REDSVD components to 7elements
12:48:19,9.4e-06,done REDSVD
12:48:19,6.8e-06,SVD factorization complete
12:48:19,0.0001503,commencing linear algebra multiplication to compute ugrade
12:48:19,2.16e-05,S info: rows = 10: cols = 10: size = 100: nonzeros = 10Vt info: rows = 7: cols = 10: size = 70: nonzeros = 70
12:48:19,8.9e-06,U info: rows = 10: cols = 7: size = 70: nonzeros = 70
12:48:19,8e-06,jac info: rows = 66: cols = 10: size = 660: nonzeros = 660
12:48:19,3.07e-05,linear algebra multiplication to compute ugrade complete
12:48:19,1.67e-05,commencing check of parameter bounds
12:48:19,1.19e-05,limiting out of bounds pars
12:48:19,1.93e-05,change limit/bound enforement for lambda 1000: upper bound,POR, scaling factor: 0.0902175
12:48:19,7.2e-06,checking for denormal floating point values
12:48:19,7.6e-06,transforming upgrade pars to model pars
12:48:19,8e-06,writing upgrade vector to csv file
12:48:19,0.0021557,LinearAnalysis::glm_iter_fosm
12:48:19,0.0001423,starting FOSM uncertainty analyses for iteration 3
12:48:19,0.0026988,loading obscov
12:48:19,6.35e-05,loading parcov
12:48:19,3.88e-05,setting predictions
12:48:19,9.9e-06,set_predictions
12:48:19,4.63e-05,extracting prediction MOD_OBS0_4 from jacobian
12:48:19,0.0005682,extracting prediction MOD_OBS0_5 from jacobian
12:48:19,0.0003835,extracting prediction MOD_OBS1_3 from jacobian
12:48:19,0.0003949,extracting prediction MOD_OBS1_4 from jacobian
12:48:19,0.0003366,extracting prediction MOD_OBS1_5 from jacobian
12:48:19,0.0004215,extracting prediction MOD_OBS1_6 from jacobian
12:48:19,0.0003264,extracting prediction MOD_OBS1_7 from jacobian
12:48:19,0.0003788,extracting prediction MOD_OBS2_3 from jacobian
12:48:19,0.0003201,extracting prediction MOD_OBS2_4 from jacobian
12:48:19,0.0004023,extracting prediction MOD_OBS2_5 from jacobian
12:48:19,0.0003077,extracting prediction MOD_OBS2_6 from jacobian
12:48:19,0.0003581,extracting prediction MOD_OBS2_7 from jacobian
12:48:19,0.0003416,extracting prediction MOD_OBS3_3 from jacobian
12:48:19,0.0003847,extracting prediction MOD_OBS3_4 from jacobian
12:48:19,0.000338,extracting prediction MOD_OBS3_5 from jacobian
12:48:19,0.000483,extracting prediction MOD_OBS3_6 from jacobian
12:48:19,0.0003777,extracting prediction MOD_OBS3_7 from jacobian
